,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA50,SMA200,Price_vs_SMA50,Price_vs_SMA200,Volume_vs_SMA50,Volume_vs_SMA200,Breakout
214,2024-01-02 00:00:00-05:00,350.94764108543427,352.7856871998778,339.6496310628868,345.9229736328125,19042200,0.0,0.0,328.5945556640625,286.58537857055666,17.32841796874999,59.33759506225584,18541568.0,21784013.5,True
215,2024-01-03 00:00:00-05:00,344.61435810963064,347.5812113523189,342.81624768317096,344.1048889160156,15451100,0.0,0.0,329.3101965332031,287.3288896179199,14.794692382812514,56.77599929809571,18404842.0,21610563.5,True
216,2024-01-04 00:00:00-05:00,344.1348570670982,347.78098225682953,343.0360168836257,346.7520751953125,12099900,0.0,0.0,329.9716943359375,288.0746482849121,16.780380859374986,58.67742691040041,18290904.0,21545131.5,True
217,2024-01-05 00:00:00-05:00,346.6222307863573,353.1253408786045,345.89302399183947,351.5769958496094,13920700,0.0,0.0,330.75885986328126,288.8228045654297,20.818135986328116,62.75419128417968,18178808.0,21455600.0,True
218,2024-01-08 00:00:00-05:00,354.32408226352777,358.59954487241606,351.6768664863245,358.2798767089844,13890200,0.0,0.0,331.94020690917966,289.61621284484863,26.33966979980471,68.66366386413574,17612762.0,21382662.0,True
219,2024-01-09 00:00:00-05:00,356.02224039223245,360.25776708491344,354.98333416739763,357.0511474609375,13463900,0.0,0.0,333.3203424072266,290.3811511230469,23.730805053710924,66.66999633789061,16548358.0,21313033.0,True
220,2024-01-10 00:00:00-05:00,359.7882609440346,372.5447147525505,358.6993894331084,370.0773315429688,22117200,0.0,0.0,334.7935791015625,291.20257957458495,35.28375244140631,78.87475196838386,16398776.0,21285037.0,True
221,2024-01-11 00:00:00-05:00,371.7355823394237,372.3848873039691,362.54532127356975,369.2781982421875,17205400,0.0,0.0,336.1323590087891,292.035845489502,33.14583923339842,77.24235275268552,16174182.0,21278428.0,True
222,2024-01-12 00:00:00-05:00,369.7676812744652,376.66036205755694,369.1483432730176,374.0930786132813,19295700,0.0,0.0,337.5952069091797,292.90397438049314,36.49787170410161,81.18910423278817,16171412.0,21279270.0,True
223,2024-01-16 00:00:00-05:00,373.25396787373256,375.21188196327273,366.8407894071454,367.0705261230469,15306900,0.0,0.0,338.70622802734374,293.71366523742677,28.364298095703134,73.35686088562011,16068858.0,21261549.0,True
224,2024-01-17 00:00:00-05:00,365.9117399359326,368.14938645014166,358.2298882645727,367.97955322265625,12724800,0.0,0.0,339.8550091552734,294.51546447753907,28.12454406738283,73.46408874511718,15890718.0,21212131.5,True
225,2024-01-18 00:00:00-05:00,371.0962569509754,376.45059186853535,370.5568512333231,375.7313537597656,16354300,0.0,0.0,341.0843048095703,295.3355444335937,34.64704895019531,80.3958093261719,15882722.0,21166701.5,True
226,2024-01-19 00:00:00-05:00,378.5983137934355,383.9526183212959,377.5694066666516,383.0436096191406,21470100,0.0,0.0,342.43587158203127,296.186541595459,40.60773803710936,86.85706802368162,16054370.0,21184429.0,True
227,2024-01-22 00:00:00-05:00,387.5388403008646,389.9362905447284,380.7560282005064,381.3753662109375,17680500,0.0,0.0,343.6937371826172,297.0209563446045,37.68162902832029,84.35440986633301,16126868.0,21167699.5,True
228,2024-01-23 00:00:00-05:00,384.2123457030919,387.9683703254653,381.6750292516864,384.791748046875,15506100,0.0,0.0,345.00075073242186,297.8886358642578,39.790997314453136,86.90311218261718,16164796.0,21148247.0,True
229,2024-01-24 00:00:00-05:00,389.586648907577,395.7301245817652,387.39896759412346,390.2859191894531,15698500,0.0,0.0,346.4022644042969,298.76071067810057,43.88365478515624,91.52520851135256,16156704.0,21096217.5,True
230,2024-01-25 00:00:00-05:00,389.7564860686874,395.07082442059465,385.25125630245617,392.7632751464844,15091100,0.0,0.0,347.68909912109376,299.65191513061524,45.074176025390614,93.11136001586914,16076602.0,21091142.5,True
231,2024-01-26 00:00:00-05:00,393.9320284033557,396.3694446482537,391.1749440149753,393.7222595214844,13163700,0.0,0.0,348.9867224121094,300.55240966796873,44.735537109375,93.16984985351564,16001698.0,21073410.5,True
232,2024-01-29 00:00:00-05:00,394.5713327183665,402.5029193979018,392.683351818174,400.5949401855469,18742400,0.0,0.0,350.27955017089846,301.4865184783936,50.315390014648415,99.1084217071533,16032958.0,21072261.5,True
233,2024-01-30 00:00:00-05:00,403.1622437707846,405.9292969586873,399.1465154192598,399.635986328125,18614700,0.0,0.0,351.62512268066405,302.38411613464353,48.01086364746095,97.25187019348147,16114628.0,21048783.0,True
234,2024-01-31 00:00:00-05:00,388.5876951289836,397.5781559417365,386.68971505444887,389.72650146484375,20180800,0.0,0.0,352.74293701171877,303.22647239685057,36.983564453124984,86.50002906799318,16139592.0,21041731.0,True
235,2024-02-01 00:00:00-05:00,393.5224662381357,400.0755108687275,392.6333949144047,394.361572265625,29727100,0.0,0.0,353.93647033691406,304.1051400756836,40.425101928710944,90.25643218994139,16444246.0,21112957.0,True
236,2024-02-02 00:00:00-05:00,459.1128696750721,485.4449157121275,452.52985816580826,474.4865417480469,84615500,0.0,0.0,356.6340075683594,305.3892774963379,117.8525341796875,169.09726425170896,17797346.0,21474629.5,True
237,2024-02-05 00:00:00-05:00,469.3819690283014,471.3998170124677,458.733264131787,458.9230651855469,40832400,0.0,0.0,359.0800115966797,306.60653594970705,99.84305358886718,152.31652923583982,18373436.0,21599301.0,True
238,2024-02-06 00:00:00-05:00,463.5081998877201,466.6248880782935,452.51985894210605,454.238037109375,21655200,0.0,0.0,361.34221130371094,307.8135052490234,92.89582580566406,146.42453186035158,18592486.0,21625200.0,True
239,2024-02-07 00:00:00-05:00,457.5145728764048,471.0202322626139,455.6964945498286,469.09228515625,23066000,0.0,0.0,363.96662658691406,309.0956449127197,105.12565856933594,159.9966402435303,18944456.0,21651944.0,True
240,2024-02-08 00:00:00-05:00,467.8236494686336,470.0912325913305,464.5371279017624,469.5018615722656,18815100,0.0,0.0,366.66975830078127,310.38033195495603,102.83210327148436,159.1215296173096,19007068.0,21667265.0,True
241,2024-02-09 00:00:00-05:00,472.4487274255926,473.0880332304199,466.974524761579,467.6138305664063,18413100,0.0,0.0,369.2494207763672,311.68175102233886,98.36440979003913,155.93207954406745,19122586.0,21663339.5,True
242,2024-02-12 00:00:00-05:00,467.6937761889501,478.6421513441107,466.08546674697993,468.4030151367188,19382000,0.0,0.0,371.9805224609375,312.9778758239746,96.42249267578131,155.4251393127442,19189736.0,21550286.0,True
243,2024-02-13 00:00:00-05:00,456.3857688211075,467.3941084799706,454.6076566227311,459.63232421875,20916600,0.0,0.0,374.6371038818359,314.0845017242432,84.99522033691409,145.54782249450682,19145140.0,21298886.5,True
244,2024-02-14 00:00:00-05:00,467.4340455795189,473.6074882382667,465.5959994069418,472.77838134765625,16858400,0.0,0.0,377.60315673828126,315.2480671691894,95.175224609375,157.53031417846682,19177014.0,21185408.5,True
245,2024-02-15 00:00:00-05:00,474.7762420360092,488.1020991020434,471.71948781693857,483.5169677734375,24212300,0.0,0.0,380.8798797607422,316.45104080200196,102.6370880126953,167.06592697143554,19280518.0,21160750.5,True
246,2024-02-16 00:00:00-05:00,477.60322992035344,478.4523350905636,468.7126692513334,472.8183288574219,23306500,0.0,0.0,383.97719299316407,317.62020027160645,88.84113586425781,155.19812858581543,19407606.0,21155532.5,True
247,2024-02-20 00:00:00-05:00,469.2221527827373,475.6752974000253,466.06549835609394,471.25,18015500,0.0,0.0,387.059921875,318.7925563812256,84.19007812500001,152.4574436187744,19542030.0,21073290.5,True
248,2024-02-21 00:00:00-05:00,466.5,469.0,461.7900085449219,468.0299987792969,12977100,0.5,0.0,389.89564514160156,319.9663439178467,78.13435363769531,148.06365486145017,19483470.0,21048729.0,True
249,2024-02-22 00:00:00-05:00,480.239990234375,489.989990234375,476.05999755859375,486.1300048828125,21625800,0.0,0.0,392.9702990722656,321.234327545166,93.15970581054688,164.89567733764648,19634436.0,21021963.5,True
250,2024-02-23 00:00:00-05:00,488.0499877929688,494.3599853515625,482.3500061035156,484.0299987792969,17861100,0.0,0.0,396.1521942138672,322.4893637084961,87.8778045654297,161.54063507080076,19475608.0,21029266.5,True
